"PublYearMonth","Company","PSOE","PP","VOX","UP","Cs","ERC","CC","Uncertain","n","PublDate","collectPeriodFrom","collectPeriodTo","approxPeriod","house"
"2015-nov","GAD3",0.224,0.281,NA,0.178,0.177,0.025,0.005,NA,3300,2015-11-05,2015-10-14,2015-11-04,FALSE,"GAD3"
"2015-nov","TNS Demoscopia",0.193,0.267,NA,0.198,0.198,NA,NA,NA,1010,2015-11-02,2015-10-19,2015-11-01,FALSE,"TNS Demoscopia"
"2015-oct","GAD3",0.221,0.278,NA,0.183,0.175,0.026,0.005,NA,2800,2015-10-30,2015-10-14,2015-10-29,FALSE,"GAD3"
"2015-oct","Metroscopia",0.21,0.235,NA,0.233,0.225,NA,NA,NA,1400,2015-10-29,2015-10-26,2015-10-28,FALSE,"Metroscopia"
"2015-oct","TNS Demoscopia",0.205,0.26,NA,0.19,0.192,NA,NA,NA,1009,2015-10-26,2015-10-12,2015-10-25,FALSE,"TNS Demoscopia"
"2015-oct","Invymark",0.239,0.286,NA,0.165,0.183,NA,NA,NA,NA,2015-10-24,2015-10-19,2015-10-23,FALSE,"Invymark"
"2015-oct","JM&A",0.229,0.274,NA,0.182,0.177,0.016,0.006,NA,NA,2015-10-23,2015-10-22,2015-10-22,FALSE,"JM&A"
"2015-oct","GAD3",0.218,0.277,NA,0.182,0.176,0.025,0.005,NA,2600,2015-10-20,2015-09-14,2015-10-19,FALSE,"GAD3"
"2015-oct","TNS Demoscopia",0.213,0.267,NA,0.185,0.181,NA,NA,NA,1050,2015-10-19,2015-10-05,2015-10-18,FALSE,"TNS Demoscopia"
"2015-oct","NC Report",0.249,0.313,NA,0.144,0.154,0.019,0.004,NA,1500,2015-10-18,2015-10-12,2015-10-17,FALSE,"NC Report"
"2015-oct","Sigma Dos",0.237,0.274,NA,0.204,0.181,0.02,NA,NA,1800,2015-10-16,2015-10-13,2015-10-15,FALSE,"Sigma Dos"
"2015-oct","NC Report",0.245,0.309,NA,0.164,0.149,NA,NA,NA,NA,2015-10-16,2015-10-08,2015-10-15,FALSE,"NC Report"
"2015-oct","CIS",0.253,0.291,NA,0.155,0.147,0.022,0.006,NA,2493,2015-10-13,2015-10-01,2015-10-12,FALSE,"CIS"
"2015-oct","TNS Demoscopia",0.21,0.269,NA,0.185,0.178,NA,NA,NA,1072,2015-10-12,2015-09-28,2015-10-11,FALSE,"TNS Demoscopia"
"2015-oct","Invymark",0.246,0.276,NA,0.181,0.172,0.026,NA,NA,NA,2015-10-10,2015-10-05,2015-10-09,FALSE,"Invymark"
"2015-oct","Simple Lógica",0.203,0.28,NA,0.181,0.226,NA,NA,NA,1047,2015-10-10,2015-10-01,2015-10-09,FALSE,"Simple Lógica"
"2015-oct","Metroscopia",0.235,0.234,NA,0.197,0.215,NA,NA,NA,1200,2015-10-09,2015-10-07,2015-10-08,FALSE,"Metroscopia"
"2015-oct","Celeste-Tel",0.271,0.289,NA,0.145,0.162,0.015,0.004,NA,1100,2015-10-08,2015-10-01,2015-10-07,FALSE,"Celeste-Tel"
"2015-oct","TNS Demoscopia",0.219,0.27,NA,0.193,0.165,NA,NA,NA,1040,2015-10-05,2015-09-21,2015-10-04,FALSE,"TNS Demoscopia"
"2015-oct","NC Report",0.248,0.338,NA,0.154,0.117,0.02,0.004,NA,1500,2015-10-03,2015-09-28,2015-10-02,FALSE,"NC Report"
"2015-oct","JM&A",0.227,0.283,NA,0.187,0.154,0.018,0.006,NA,NA,2015-10-02,2015-10-01,2015-10-01,FALSE,"JM&A"
"2015-sep","TNS Demoscopia",0.23,0.279,NA,0.201,0.14,NA,NA,NA,1060,2015-09-28,2015-09-14,2015-09-27,FALSE,"TNS Demoscopia"
"2015-sep","TNS Demoscopia",0.225,0.286,NA,0.21,0.137,NA,NA,NA,1054,2015-09-21,2015-09-07,2015-09-20,FALSE,"TNS Demoscopia"
"2015-sep","TNS Demoscopia",0.22,0.29,NA,0.207,0.132,NA,NA,NA,1040,2015-09-14,2015-08-31,2015-09-13,FALSE,"TNS Demoscopia"
"2015-sep","Metroscopia",0.246,0.234,NA,0.236,0.161,NA,NA,NA,1800,2015-09-12,2015-09-07,2015-09-11,FALSE,"Metroscopia"
"2015-sep","Simple Lógica",0.191,0.28,NA,0.211,0.196,NA,NA,NA,NA,2015-09-10,2015-09-01,2015-09-09,FALSE,"Simple Lógica"
"2015-sep","Celeste-Tel",0.274,0.32,NA,0.168,0.1,0.016,0.004,NA,1100,2015-09-08,2015-09-01,2015-09-07,FALSE,"Celeste-Tel"
"2015-sep","TNS Demoscopia",0.225,0.286,NA,0.199,0.127,NA,NA,NA,1096,2015-09-07,2015-08-24,2015-09-06,FALSE,"TNS Demoscopia"
"2015-aug","JM&A",0.224,0.295,NA,0.2,0.127,0.018,0.006,NA,NA,2015-08-31,2015-08-30,2015-08-30,FALSE,"JM&A"
"2015-aug","TNS Demoscopia",0.228,0.285,NA,0.204,0.123,NA,NA,NA,1118,2015-08-31,2015-08-17,2015-08-30,FALSE,"TNS Demoscopia"
"2015-aug","NC Report",0.249,0.321,NA,0.165,0.104,0.017,0.004,NA,900,2015-08-30,2015-08-25,2015-08-29,FALSE,"NC Report"
"2015-aug","TNS Demoscopia",0.226,0.273,NA,0.208,0.132,NA,NA,NA,1112,2015-08-24,2015-08-10,2015-08-23,FALSE,"TNS Demoscopia"
"2015-aug","TNS Demoscopia",0.229,0.27,NA,0.21,0.129,NA,NA,NA,1086,2015-08-17,2015-08-03,2015-08-16,FALSE,"TNS Demoscopia"
"2015-aug","Simple Lógica",0.214,0.299,NA,0.219,0.171,NA,NA,NA,1022,2015-08-12,2015-08-03,2015-08-11,FALSE,"Simple Lógica"
"2015-aug","TNS Demoscopia",0.224,0.264,NA,0.215,0.134,NA,NA,NA,1080,2015-08-10,2015-07-27,2015-08-09,FALSE,"TNS Demoscopia"
"2015-aug","Celeste-Tel",0.276,0.314,NA,0.165,0.099,0.016,0.004,NA,1100,2015-08-08,2015-08-03,2015-08-07,FALSE,"Celeste-Tel"
"2015-aug","TNS Demoscopia",0.229,0.257,NA,0.219,0.136,NA,NA,NA,1075,2015-08-03,2015-07-20,2015-08-02,FALSE,"TNS Demoscopia"
"2015-jul","TNS Demoscopia",0.23,0.268,NA,0.216,0.137,NA,NA,NA,920,2015-07-27,2015-07-13,2015-07-26,FALSE,"TNS Demoscopia"
"2015-jul","Sigma Dos",0.242,0.288,NA,0.245,0.111,0.021,NA,NA,1800,2015-07-24,2015-07-21,2015-07-23,FALSE,"Sigma Dos"
"2015-jul","Metroscopia",0.235,0.231,NA,0.237,0.16,NA,NA,NA,1000,2015-07-23,2015-07-20,2015-07-22,FALSE,"Metroscopia"
"2015-jul","TNS Demoscopia",0.226,0.271,NA,0.215,0.135,NA,NA,NA,910,2015-07-20,2015-07-06,2015-07-19,FALSE,"TNS Demoscopia"
"2015-jul","NC Report",0.248,0.317,NA,0.168,0.11,NA,NA,NA,955,2015-07-17,2015-07-08,2015-07-16,FALSE,"NC Report"
"2015-jul","TNS Demoscopia",0.222,0.261,NA,0.219,0.136,NA,NA,NA,1000,2015-07-13,2015-06-29,2015-07-12,FALSE,"TNS Demoscopia"
"2015-jul","Invymark",0.233,0.277,NA,0.239,0.115,0.028,NA,NA,1200,2015-07-11,2015-07-06,2015-07-10,FALSE,"Invymark"
"2015-jul","CIS",0.249,0.282,NA,0.194,0.111,0.021,0.004,NA,2486,2015-07-10,2015-07-01,2015-07-09,FALSE,"CIS"
"2015-jul","Simple Lógica",0.231,0.262,NA,0.203,0.184,NA,NA,NA,1040,2015-07-10,2015-07-01,2015-07-09,FALSE,"Simple Lógica"
"2015-jul","GAD3",0.255,0.291,NA,0.186,0.121,0.023,0.006,NA,1000,2015-07-09,2015-06-23,2015-07-08,FALSE,"GAD3"
"2015-jul","Celeste-Tel",0.274,0.307,NA,0.181,0.102,0.017,0.004,NA,1100,2015-07-08,2015-07-01,2015-07-07,FALSE,"Celeste-Tel"
"2015-jul","TNS Demoscopia",0.228,0.26,NA,0.221,0.125,NA,NA,NA,NA,2015-07-06,2015-06-22,2015-07-05,FALSE,"TNS Demoscopia"
"2015-jul","Metroscopia",0.225,0.23,NA,0.255,0.15,NA,NA,NA,1000,2015-07-03,2015-07-01,2015-07-02,FALSE,"Metroscopia"
"2015-jun","TNS Demoscopia",0.226,0.269,NA,0.223,0.117,NA,NA,NA,NA,2015-06-29,2015-06-15,2015-06-28,FALSE,"TNS Demoscopia"
"2015-jun","NC Report",0.244,0.312,NA,0.169,0.116,0.018,0.003,NA,900,2015-06-28,2015-06-22,2015-06-27,FALSE,"NC Report"
"2015-jun","Invymark",0.23,0.259,NA,0.249,0.132,0.027,NA,NA,1200,2015-06-27,2015-06-22,2015-06-26,FALSE,"Invymark"
"2015-jun","TNS Demoscopia",0.22,0.266,NA,0.23,0.128,NA,NA,NA,NA,2015-06-22,2015-06-08,2015-06-21,FALSE,"TNS Demoscopia"
"2015-jun","JM&A",0.227,0.268,NA,0.21,0.147,NA,NA,NA,NA,2015-06-20,2015-06-19,2015-06-19,FALSE,"JM&A"
"2015-jun","Sigma Dos",0.261,0.27,NA,0.243,0.103,0.025,NA,NA,1800,2015-06-18,2015-06-15,2015-06-17,FALSE,"Sigma Dos"
"2015-jun","TNS Demoscopia",0.211,0.238,NA,0.236,0.155,NA,NA,NA,1087,2015-06-15,2015-06-01,2015-06-14,FALSE,"TNS Demoscopia"
"2015-jun","Simple Lógica",0.194,0.238,NA,0.274,0.173,NA,NA,NA,1026,2015-06-11,2015-06-01,2015-06-10,FALSE,"Simple Lógica"
"2015-jun","NC Report",0.242,0.297,NA,0.17,0.116,0.019,0.003,NA,900,2015-06-07,2015-06-02,2015-06-06,FALSE,"NC Report"
"2015-jun","Celeste-Tel",0.272,0.301,NA,0.179,0.105,0.019,0.004,NA,1100,2015-06-06,2015-06-01,2015-06-05,FALSE,"Celeste-Tel"
"2015-jun","Metroscopia",0.23,0.245,NA,0.256,0.13,NA,NA,NA,2000,2015-06-03,2015-05-28,2015-06-02,FALSE,"Metroscopia"
"2015-may","Invymark",0.22,0.254,NA,0.244,0.152,0.028,NA,NA,1200,2015-05-30,2015-05-25,2015-05-29,FALSE,"Invymark"
"2015-may","JM&A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-05-19,2015-05-18,2015-05-18,FALSE,"JM&A"
"2015-may","JM&A",0.224,0.257,NA,0.214,0.153,NA,NA,NA,NA,2015-05-14,2015-05-13,2015-05-13,FALSE,"JM&A"
"2015-may","Simple Lógica",0.192,0.259,NA,0.225,0.189,NA,NA,NA,1064,2015-05-13,2015-05-04,2015-05-12,FALSE,"Simple Lógica"
"2015-may","Celeste-Tel",0.266,0.292,NA,0.181,0.121,0.018,0.006,NA,1100,2015-05-09,2015-05-04,2015-05-08,FALSE,"Celeste-Tel"
"2015-apr","NC Report",0.238,0.286,NA,0.197,0.12,NA,NA,NA,900,2015-04-26,2015-04-20,2015-04-25,FALSE,"NC Report"
"2015-apr","Invymark",0.21,0.262,NA,0.223,0.176,0.027,NA,NA,NA,2015-04-18,2015-04-13,2015-04-17,FALSE,"Invymark"
"2015-apr","NC Report",0.237,0.286,NA,0.198,0.117,NA,NA,NA,NA,2015-04-17,2015-04-08,2015-04-16,FALSE,"NC Report"
"2015-apr","GESOP",0.191,0.235,NA,0.238,0.177,0.019,NA,NA,1000,2015-04-14,2015-04-08,2015-04-13,FALSE,"GESOP"
"2015-apr","Simple Lógica",0.211,0.213,NA,0.254,0.208,NA,NA,NA,1059,2015-04-14,2015-04-01,2015-04-13,FALSE,"Simple Lógica"
"2015-apr","CIS",0.243,0.256,NA,0.213,0.138,0.02,0.005,NA,2479,2015-04-13,2015-04-01,2015-04-12,FALSE,"CIS"
"2015-apr","Sigma Dos",0.197,0.266,NA,0.253,0.166,0.023,NA,NA,1800,2015-04-10,2015-04-07,2015-04-09,FALSE,"Sigma Dos"
"2015-apr","Metroscopia",0.219,0.208,NA,0.271,0.194,NA,NA,NA,1000,2015-04-10,2015-04-07,2015-04-09,FALSE,"Metroscopia"
"2015-apr","Celeste-Tel",0.266,0.295,NA,0.179,0.121,0.018,0.007,NA,1100,2015-04-09,2015-04-01,2015-04-08,FALSE,"Celeste-Tel"
"2015-apr","NC Report",0.235,0.297,NA,0.201,0.105,0.021,0.004,NA,900,2015-04-03,2015-03-30,2015-04-02,FALSE,"NC Report"
"2015-mar","Invymark",0.203,0.264,NA,0.238,0.148,NA,NA,NA,1200,2015-03-28,2015-03-23,2015-03-27,FALSE,"Invymark"
"2015-mar","Simple Lógica",0.187,0.23,NA,0.261,0.18,NA,NA,NA,1058,2015-03-14,2015-03-02,2015-03-13,FALSE,"Simple Lógica"
"2015-mar","Celeste-Tel",0.264,0.309,NA,0.171,0.117,0.019,0.007,NA,1100,2015-03-07,2015-03-02,2015-03-06,FALSE,"Celeste-Tel"
"2015-mar","Metroscopia",0.202,0.186,NA,0.281,0.184,NA,NA,NA,1000,2015-03-05,2015-03-03,2015-03-04,FALSE,"Metroscopia"
"2015-mar","JM&A",0.186,0.259,NA,0.284,0.094,0.02,0.004,NA,NA,2015-03-02,2015-03-01,2015-03-01,FALSE,"JM&A"
"2015-feb","Invymark",0.215,0.278,NA,0.274,0.064,0.028,NA,NA,NA,2015-02-27,2015-02-23,2015-02-26,FALSE,"Invymark"
"2015-feb","NC Report",0.228,0.293,NA,0.28,0.033,0.02,0.004,NA,NA,2015-02-16,2015-02-15,2015-02-15,FALSE,"NC Report"
"2015-feb","JM&A",0.196,0.271,NA,0.301,0.04,0.023,0.004,NA,NA,2015-02-15,2015-02-14,2015-02-14,FALSE,"JM&A"
"2015-feb","Sigma Dos",0.201,0.296,NA,0.299,0.073,0.024,NA,NA,1800,2015-02-13,2015-02-09,2015-02-12,FALSE,"Sigma Dos"
"2015-feb","Simple Lógica",0.178,0.268,NA,0.33,0.085,NA,NA,NA,1058,2015-02-10,2015-02-02,2015-02-09,FALSE,"Simple Lógica"
"2015-feb","Celeste-Tel",0.244,0.318,NA,0.228,0.062,0.02,0.006,NA,1100,2015-02-07,2015-02-02,2015-02-06,FALSE,"Celeste-Tel"
"2015-feb","Invymark",0.201,0.261,NA,0.303,0.038,0.031,NA,NA,1200,2015-02-07,2015-02-02,2015-02-06,FALSE,"Invymark"
"2015-feb","Metroscopia",0.183,0.209,NA,0.342,0.122,NA,NA,NA,1000,2015-02-05,2015-02-03,2015-02-04,FALSE,"Metroscopia"
"2015-jan","Sigma Dos",0.214,0.271,NA,0.311,0.05,0.024,NA,NA,1000,2015-01-30,2015-01-26,2015-01-29,FALSE,"Sigma Dos"
"2015-jan","GAD3",0.192,0.293,NA,0.248,0.063,0.018,NA,NA,1000,2015-01-17,2015-01-09,2015-01-16,FALSE,"GAD3"
"2015-jan","NC Report",0.23,0.293,NA,0.286,0.038,NA,NA,NA,NA,2015-01-16,2015-01-07,2015-01-15,FALSE,"NC Report"
"2015-jan","Sigma Dos",0.194,0.294,NA,0.309,0.046,0.027,NA,NA,1800,2015-01-15,2015-01-12,2015-01-14,FALSE,"Sigma Dos"
"2015-jan","Simple Lógica",0.186,0.245,NA,0.354,0.058,NA,NA,NA,1025,2015-01-15,2015-01-07,2015-01-14,FALSE,"Simple Lógica"
"2015-jan","CIS",0.222,0.273,NA,0.291,0.031,0.016,0.005,NA,2481,2015-01-13,2015-01-02,2015-01-12,FALSE,"CIS"
"2015-jan","Celeste-Tel",0.238,0.311,NA,0.256,0.045,0.02,0.005,NA,1100,2015-01-10,2015-01-02,2015-01-09,FALSE,"Celeste-Tel"
"2015-jan","Metroscopia",0.235,0.192,NA,0.335,0.081,NA,NA,NA,1000,2015-01-09,2015-01-07,2015-01-08,FALSE,"Metroscopia"
"2014-dec","NC Report",0.234,0.286,NA,0.283,0.028,0.02,NA,NA,1600,2014-12-31,2014-12-09,2014-12-30,FALSE,"NC Report"
"2014-dec","Invymark",0.22,0.255,NA,0.298,0.031,0.031,NA,NA,1200,2014-12-20,2014-12-15,2014-12-19,FALSE,"Invymark"
"2014-dec","Sigma Dos",0.187,0.265,NA,0.34,0.031,0.028,NA,NA,1800,2014-12-19,2014-12-12,2014-12-18,FALSE,"Sigma Dos"
"2014-dec","GESOP",0.198,0.261,NA,0.297,0.038,0.022,NA,NA,1000,2014-12-16,2014-12-09,2014-12-15,FALSE,"GESOP"
"2014-dec","Simple Lógica",0.193,0.231,NA,0.366,NA,NA,NA,NA,1039,2014-12-11,2014-12-01,2014-12-10,FALSE,"Simple Lógica"
"2014-dec","Celeste-Tel",0.241,0.299,NA,0.266,0.039,0.021,0.006,NA,1100,2014-12-06,2014-12-01,2014-12-05,FALSE,"Celeste-Tel"
"2014-dec","Invymark",0.218,0.257,NA,0.294,0.027,0.031,NA,NA,NA,2014-12-06,2014-12-01,2014-12-05,FALSE,"Invymark"
"2014-dec","Sigma Dos",0.196,0.265,NA,0.339,0.024,0.026,NA,NA,1000,2014-12-05,2014-12-02,2014-12-04,FALSE,"Sigma Dos"
"2014-dec","Metroscopia",0.277,0.2,NA,0.306,NA,NA,NA,NA,1000,2014-12-04,2014-12-02,2014-12-03,FALSE,"Metroscopia"
"2014-nov","Sigma Dos",0.201,0.263,NA,0.325,0.025,0.028,NA,NA,1000,2014-11-20,2014-11-17,2014-11-19,FALSE,"Sigma Dos"
"2014-nov","JM&A",0.22,0.277,NA,0.275,0.026,0.026,0.004,NA,NA,2014-11-15,2014-11-14,2014-11-14,FALSE,"JM&A"
"2014-nov","Invymark",0.216,0.26,NA,0.297,0.023,0.032,NA,NA,NA,2014-11-15,2014-11-10,2014-11-14,FALSE,"Invymark"
"2014-nov","Simple Lógica",0.182,0.25,NA,0.347,NA,NA,NA,NA,1030,2014-11-13,2014-11-01,2014-11-12,FALSE,"Simple Lógica"
"2014-nov","Celeste-Tel",0.245,0.305,NA,0.26,0.04,0.022,0.006,NA,1100,2014-11-08,2014-11-03,2014-11-07,FALSE,"Celeste-Tel"
"2014-oct","Invymark",0.205,0.264,NA,0.281,NA,0.034,NA,NA,NA,2014-11-01,2014-10-27,2014-10-31,FALSE,"Invymark"
"2014-oct","Metroscopia",0.262,0.207,NA,0.315,NA,NA,NA,NA,1000,2014-10-30,2014-10-28,2014-10-29,FALSE,"Metroscopia"
"2014-oct","Invymark",0.214,0.282,NA,0.255,NA,0.034,NA,NA,NA,2014-10-18,2014-10-13,2014-10-17,FALSE,"Invymark"
"2014-oct","Sigma Dos",0.237,0.283,NA,0.293,0.018,0.026,NA,NA,1100,2014-10-17,2014-10-13,2014-10-16,FALSE,"Sigma Dos"
"2014-oct","CIS",0.239,0.275,NA,0.273,0.021,0.023,0.003,NA,2480,2014-10-14,2014-10-01,2014-10-13,FALSE,"CIS"
"2014-oct","Simple Lógica",0.246,0.297,NA,0.268,NA,NA,NA,NA,NA,2014-10-11,2014-10-03,2014-10-10,FALSE,"Simple Lógica"
"2014-oct","JM&A",0.216,0.326,NA,0.219,NA,NA,NA,NA,NA,2014-10-10,2014-10-09,2014-10-09,FALSE,"JM&A"
"2014-oct","Celeste-Tel",0.254,0.326,NA,0.225,0.036,0.019,0.006,NA,1100,2014-10-08,2014-10-01,2014-10-07,FALSE,"Celeste-Tel"
"2014-oct","Invymark",0.209,0.286,NA,0.25,NA,0.033,NA,NA,NA,2014-10-04,2014-09-29,2014-10-03,FALSE,"Invymark"
"2014-sep","Metroscopia",0.309,0.302,NA,0.19,NA,NA,NA,NA,1000,2014-10-01,2014-09-29,2014-09-30,FALSE,"Metroscopia"
"2014-sep","Invymark",0.207,0.292,NA,0.25,NA,0.034,NA,NA,NA,2014-09-20,2014-09-15,2014-09-19,FALSE,"Invymark"
"2014-sep","NC Report",0.233,0.342,NA,0.223,NA,NA,NA,NA,955,2014-09-13,2014-09-08,2014-09-12,FALSE,"NC Report"
"2014-sep","Simple Lógica",0.2,0.328,NA,0.286,NA,NA,NA,NA,NA,2014-09-13,2014-09-05,2014-09-12,FALSE,"Simple Lógica"
"2014-sep","Celeste-Tel",0.245,0.331,NA,0.208,0.037,0.02,0.006,NA,1100,2014-09-06,2014-09-01,2014-09-05,FALSE,"Celeste-Tel"
"2014-aug","NC Report",0.234,0.339,NA,0.206,0.026,0.022,0.01,NA,900,2014-08-31,2014-08-25,2014-08-30,FALSE,"NC Report"
"2014-aug","Sigma Dos",0.223,0.301,NA,0.253,NA,0.033,NA,NA,1000,2014-08-29,2014-08-26,2014-08-28,FALSE,"Sigma Dos"
"2014-aug","Simple Lógica",0.167,0.294,NA,0.325,NA,NA,NA,NA,1053,2014-08-09,2014-08-01,2014-08-08,FALSE,"Simple Lógica"
"2014-jul","Celeste-Tel",0.241,0.338,NA,0.187,0.037,0.018,0.006,NA,1100,2014-07-25,2014-07-18,2014-07-24,FALSE,"Celeste-Tel"
"2014-jul","Metroscopia",0.317,0.323,NA,0.156,NA,NA,NA,NA,1200,2014-07-25,2014-07-16,2014-07-24,FALSE,"Metroscopia"
"2014-jul","Invymark",0.227,0.264,NA,0.233,0.031,NA,NA,NA,NA,2014-07-19,2014-07-14,2014-07-18,FALSE,"Invymark"
"2014-jul","Invymark",0.224,0.265,NA,0.231,0.03,NA,NA,NA,NA,2014-07-12,2014-07-07,2014-07-11,FALSE,"Invymark"
"2014-jul","CIS",0.212,0.3,NA,0.235,0.009,0.033,0.003,NA,2471,2014-07-10,2014-07-01,2014-07-09,FALSE,"CIS"
"2014-jul","Simple Lógica",0.151,0.29,NA,0.333,NA,NA,NA,NA,1112,2014-07-09,2014-07-01,2014-07-08,FALSE,"Simple Lógica"
"2014-jul","Celeste-Tel",0.232,0.335,NA,0.192,0.037,0.017,0.006,NA,1100,2014-07-06,2014-07-01,2014-07-05,FALSE,"Celeste-Tel"
"2014-jun","Simple Lógica",0.147,0.288,NA,0.327,NA,NA,NA,NA,1035,2014-06-15,2014-06-02,2014-06-14,FALSE,"Simple Lógica"
"2014-jun","NC Report",0.219,0.346,NA,0.224,NA,NA,NA,NA,955,2014-06-12,2014-05-28,2014-06-11,FALSE,"NC Report"
"2014-jun","Celeste-Tel",0.223,0.324,NA,0.195,0.037,0.019,0.006,NA,1100,2014-06-07,2014-06-04,2014-06-06,FALSE,"Celeste-Tel"
"2014-may","GESOP",0.194,0.256,NA,0.232,0.035,0.033,NA,NA,1000,2014-06-01,2014-05-27,2014-05-31,FALSE,"GESOP"
"2014-may","Sigma Dos",0.257,0.338,NA,0.134,0.029,NA,NA,NA,1111,2014-05-16,2014-05-13,2014-05-15,FALSE,"Sigma Dos"
"2014-may","Simple Lógica",0.229,0.309,NA,0.124,NA,NA,NA,NA,NA,2014-05-11,2014-05-02,2014-05-10,FALSE,"Simple Lógica"
"2014-may","Celeste-Tel",0.29,0.324,NA,0.139,0.02,0.018,0.008,NA,1100,2014-05-09,2014-05-02,2014-05-08,FALSE,"Celeste-Tel"
"2014-apr","Sigma Dos",0.302,0.331,NA,0.116,0.023,NA,NA,NA,1000,2014-04-16,2014-04-10,2014-04-15,FALSE,"Sigma Dos"
"2014-apr","Simple Lógica",0.238,0.284,NA,0.115,NA,NA,NA,NA,1020,2014-04-10,2014-04-01,2014-04-09,FALSE,"Simple Lógica"
"2014-apr","CIS",0.262,0.319,NA,0.109,NA,0.025,0.004,NA,2469,2014-04-08,2014-04-01,2014-04-07,FALSE,"CIS"
"2014-apr","Celeste-Tel",0.289,0.323,NA,0.125,0.014,0.019,0.009,NA,1100,2014-04-06,2014-04-01,2014-04-05,FALSE,"Celeste-Tel"
"2014-apr","Metroscopia",0.323,0.318,NA,0.117,NA,NA,NA,NA,1200,2014-04-02,2014-03-25,2014-04-01,FALSE,"Metroscopia"
"2014-mar","NC Report",0.278,0.333,NA,0.123,NA,NA,NA,NA,955,2014-03-15,2014-03-03,2014-03-14,FALSE,"NC Report"
"2014-mar","Simple Lógica",0.228,0.293,NA,0.133,NA,NA,NA,NA,1068,2014-03-08,2014-03-03,2014-03-07,FALSE,"Simple Lógica"
"2014-mar","Celeste-Tel",0.289,0.32,NA,0.128,0.014,0.02,0.01,NA,1100,2014-03-07,2014-03-01,2014-03-06,FALSE,"Celeste-Tel"
"2014-mar","Metroscopia",0.32,0.315,NA,0.12,NA,NA,NA,NA,1200,2014-03-05,2014-02-25,2014-03-04,FALSE,"Metroscopia"
"2014-mar","NC Report",0.267,0.326,NA,0.121,NA,0.023,0.013,NA,630,2014-03-02,2014-02-28,2014-03-01,FALSE,"NC Report"
"2014-feb","Invymark",0.236,0.288,NA,0.145,NA,NA,NA,NA,NA,2014-03-01,2014-02-24,2014-02-28,FALSE,"Invymark"
"2014-feb","Invymark",0.232,0.289,NA,NA,NA,NA,NA,NA,NA,2014-02-15,2014-02-10,2014-02-14,FALSE,"Invymark"
"2014-feb","GAD3",0.263,0.323,NA,0.107,0.009,0.021,NA,NA,1000,2014-02-14,2014-02-05,2014-02-13,FALSE,"GAD3"
"2014-feb","Simple Lógica",0.203,0.296,NA,0.149,NA,NA,NA,NA,1119,2014-02-11,2014-02-03,2014-02-10,FALSE,"Simple Lógica"
"2014-feb","Metroscopia",0.317,0.308,NA,0.135,NA,NA,NA,NA,1200,2014-02-07,2014-02-05,2014-02-06,FALSE,"Metroscopia"
"2014-feb","Celeste-Tel",0.287,0.316,NA,0.131,0.014,0.021,0.008,NA,1100,2014-02-07,2014-02-01,2014-02-06,FALSE,"Celeste-Tel"
"2014-jan","Invymark",0.233,0.287,NA,0.147,NA,NA,NA,NA,NA,2014-01-25,2014-01-20,2014-01-24,FALSE,"Invymark"
"2014-jan","GESOP",0.249,0.286,NA,0.132,0.041,0.021,NA,NA,1000,2014-01-24,2014-01-20,2014-01-23,FALSE,"GESOP"
"2014-jan","CIS",0.266,0.321,NA,0.113,NA,0.025,0.01,NA,2480,2014-01-16,2014-01-03,2014-01-15,FALSE,"CIS"
"2014-jan","Invymark",0.234,0.285,NA,0.147,NA,NA,NA,NA,NA,2014-01-12,2014-01-04,2014-01-11,FALSE,"Invymark"
"2014-jan","Simple Lógica",0.22,0.281,NA,0.148,NA,NA,NA,NA,1030,2014-01-11,2014-01-02,2014-01-10,FALSE,"Simple Lógica"
"2014-jan","Metroscopia",0.335,0.32,NA,0.125,NA,NA,NA,NA,1200,2014-01-10,2014-01-08,2014-01-09,FALSE,"Metroscopia"
"2014-jan","Celeste-Tel",0.288,0.321,NA,0.132,0.013,0.022,0.009,NA,1100,2014-01-08,2014-01-02,2014-01-07,FALSE,"Celeste-Tel"
"2013-dec","Sigma Dos",0.244,0.333,NA,0.147,NA,0.026,NA,NA,1000,2013-12-29,2013-12-26,2013-12-28,FALSE,"Sigma Dos"
"2013-dec","Invymark",0.236,0.282,NA,0.146,NA,NA,NA,NA,NA,2013-12-21,2013-12-16,2013-12-20,FALSE,"Invymark"
"2013-dec","Simple Lógica",0.228,0.307,NA,0.141,NA,NA,NA,NA,1044,2013-12-11,2013-12-02,2013-12-10,FALSE,"Simple Lógica"
"2013-dec","Celeste-Tel",0.286,0.32,NA,0.131,0.013,0.023,0.009,NA,1100,2013-12-06,2013-12-01,2013-12-05,FALSE,"Celeste-Tel"
"2013-nov","Metroscopia",0.315,0.339,NA,0.12,NA,0.022,0.005,NA,12000,2013-12-01,2013-11-30,2013-11-30,FALSE,"Metroscopia"
"2013-nov","GESOP",0.251,0.295,NA,0.129,0.04,0.025,NA,NA,1000,2013-11-29,2013-11-25,2013-11-28,FALSE,"GESOP"
"2013-nov","NC Report",0.284,0.342,NA,0.122,NA,NA,NA,NA,955,2013-11-29,2013-11-18,2013-11-28,FALSE,"NC Report"
"2013-nov","Invymark",0.233,0.284,NA,0.145,NA,NA,NA,NA,NA,2013-11-23,2013-11-18,2013-11-22,FALSE,"Invymark"
