"PublYearMonth","Company","PSOE","PP","VOX","UP","Cs","ERC","CC","Uncertain","n","PublDate","collectPeriodFrom","collectPeriodTo","approxPeriod","house"
"2009-apr","Metroscopia",0.396,0.408,NA,NA,NA,NA,NA,NA,505,2009-04-29,2009-04-27,2009-04-28,FALSE,"Metroscopia"
"2009-apr","Obradoiro de Socioloxía",0.4,0.423,NA,0.038,NA,0.01,NA,NA,3204,2009-04-23,2009-03-24,2009-04-22,FALSE,"Obradoiro de Socioloxía"
"2009-apr","CIS",0.408,0.4,NA,0.045,NA,0.015,NA,NA,2481,2009-04-22,2009-04-14,2009-04-21,FALSE,"CIS"
"2009-apr","Sigma Dos",0.379,0.423,NA,0.05,NA,NA,NA,NA,900,2009-04-09,2009-04-03,2009-04-08,FALSE,"Sigma Dos"
"2009-apr","Celeste-Tel",0.401,0.409,NA,0.054,NA,0.011,0.009,NA,1100,2009-04-08,2009-04-01,2009-04-07,FALSE,"Celeste-Tel"
"2009-mar","NC Report",0.399,0.408,NA,0.055,NA,0.011,0.008,NA,NA,2009-03-29,2009-03-28,2009-03-28,FALSE,"NC Report"
"2009-mar","Invymark",0.419,0.416,NA,NA,NA,NA,NA,NA,NA,2009-03-28,2009-03-23,2009-03-27,FALSE,"Invymark"
"2009-mar","TNS Demoscopia",0.412,0.405,NA,0.048,NA,0.011,NA,NA,NA,2009-03-25,2009-03-23,2009-03-24,FALSE,"TNS Demoscopia"
"2009-mar","Obradoiro de Socioloxía",0.392,0.407,NA,0.05,NA,0.009,NA,NA,3205,2009-03-19,2009-02-25,2009-03-18,FALSE,"Obradoiro de Socioloxía"
"2009-mar","Celeste-Tel",0.404,0.407,NA,0.053,NA,0.012,0.009,NA,1100,2009-03-07,2009-03-02,2009-03-06,FALSE,"Celeste-Tel"
"2009-mar","NC Report",0.404,0.402,NA,NA,NA,NA,NA,NA,NA,2009-03-05,2009-03-04,2009-03-04,FALSE,"NC Report"
"2009-feb","Simple Lógica",0.432,0.376,NA,0.037,NA,NA,NA,NA,1012,2009-02-24,2009-02-13,2009-02-23,FALSE,"Simple Lógica"
"2009-feb","GESOP",0.41,0.385,NA,0.048,NA,0.01,NA,NA,800,2009-02-14,2009-02-12,2009-02-13,FALSE,"GESOP"
"2009-feb","Celeste-Tel",0.406,0.403,NA,0.052,NA,0.012,0.009,NA,1100,2009-02-07,2009-02-02,2009-02-06,FALSE,"Celeste-Tel"
"2009-jan","Invymark",0.427,0.41,NA,NA,NA,NA,NA,NA,NA,2009-01-31,2009-01-26,2009-01-30,FALSE,"Invymark"
"2009-jan","NC Report",0.417,0.385,NA,0.053,NA,0.011,0.008,NA,1000,2009-01-31,2009-01-26,2009-01-30,FALSE,"NC Report"
"2009-jan","Obradoiro de Socioloxía",0.402,0.367,NA,0.05,NA,0.01,NA,NA,1600,2009-01-21,2009-01-10,2009-01-20,FALSE,"Obradoiro de Socioloxía"
"2009-jan","CIS",0.397,0.395,NA,0.045,NA,0.013,NA,NA,2482,2009-01-20,2009-01-09,2009-01-19,FALSE,"CIS"
"2009-jan","Invymark",0.422,0.412,NA,NA,NA,NA,NA,NA,NA,2009-01-17,2009-01-12,2009-01-16,FALSE,"Invymark"
"2009-jan","Celeste-Tel",0.408,0.406,NA,0.052,NA,0.012,0.009,NA,1100,2009-01-10,2009-01-02,2009-01-09,FALSE,"Celeste-Tel"
"2008-dec","Sigma Dos",0.426,0.397,NA,0.034,NA,0.01,NA,NA,1000,2008-12-27,2008-12-22,2008-12-26,FALSE,"Sigma Dos"
"2008-dec","Invymark",0.418,0.415,NA,NA,NA,NA,NA,NA,NA,2008-12-20,2008-12-15,2008-12-19,FALSE,"Invymark"
"2008-dec","Obradoiro de Socioloxía",0.413,0.389,NA,0.045,NA,0.012,NA,NA,3198,2008-12-19,2008-11-25,2008-12-18,FALSE,"Obradoiro de Socioloxía"
"2008-dec","Celeste-Tel",0.409,0.405,NA,0.051,NA,0.01,0.009,NA,1100,2008-12-06,2008-12-01,2008-12-05,FALSE,"Celeste-Tel"
"2008-nov","Invymark",0.423,0.408,NA,NA,NA,NA,NA,NA,NA,2008-11-29,2008-11-24,2008-11-28,FALSE,"Invymark"
"2008-nov","NC Report",0.398,0.415,NA,0.049,NA,0.01,0.008,NA,1000,2008-11-28,2008-11-24,2008-11-27,FALSE,"NC Report"
"2008-nov","Obradoiro de Socioloxía",0.413,0.392,NA,0.04,NA,0.012,NA,NA,3203,2008-11-21,2008-10-27,2008-11-20,FALSE,"Obradoiro de Socioloxía"
"2008-nov","Celeste-Tel",0.412,0.409,NA,0.05,NA,0.009,0.008,NA,1100,2008-11-08,2008-11-03,2008-11-07,FALSE,"Celeste-Tel"
"2008-oct","NC Report",0.41,0.411,NA,0.048,NA,0.01,NA,NA,1000,2008-10-31,2008-10-27,2008-10-30,FALSE,"NC Report"
"2008-oct","GESOP",0.402,0.413,NA,0.048,NA,0.011,NA,NA,1500,2008-10-25,2008-10-20,2008-10-24,FALSE,"GESOP"
"2008-oct","Obradoiro de Socioloxía",0.394,0.394,NA,0.034,NA,0.013,NA,NA,3203,2008-10-24,2008-09-29,2008-10-23,FALSE,"Obradoiro de Socioloxía"
"2008-oct","TNS Demoscopia",0.407,0.424,NA,NA,NA,NA,NA,NA,NA,2008-10-11,2008-10-09,2008-10-10,FALSE,"TNS Demoscopia"
"2008-oct","CIS",0.397,0.397,NA,0.043,NA,0.013,NA,NA,2481,2008-10-10,2008-10-01,2008-10-09,FALSE,"CIS"
"2008-oct","Celeste-Tel",0.414,0.406,NA,0.05,NA,0.01,0.007,NA,1100,2008-10-08,2008-10-01,2008-10-07,FALSE,"Celeste-Tel"
"2008-oct","Simple Lógica",0.397,0.394,NA,0.046,NA,NA,NA,NA,1006,2008-10-08,2008-09-29,2008-10-07,FALSE,"Simple Lógica"
"2008-oct","Invymark",0.417,0.412,NA,NA,NA,NA,NA,NA,NA,2008-10-04,2008-09-29,2008-10-03,FALSE,"Invymark"
"2008-oct","NC Report",0.412,0.41,NA,0.046,NA,0.009,NA,NA,1000,2008-10-03,2008-09-29,2008-10-02,FALSE,"NC Report"
"2008-sep","Obradoiro de Socioloxía",0.386,0.394,NA,0.045,NA,0.01,NA,NA,3171,2008-09-26,2008-09-08,2008-09-25,FALSE,"Obradoiro de Socioloxía"
"2008-sep","Celeste-Tel",0.414,0.405,NA,0.052,NA,0.012,0.009,NA,1100,2008-09-06,2008-09-01,2008-09-05,FALSE,"Celeste-Tel"
"2008-aug","Celeste-Tel",0.418,0.402,NA,0.051,NA,0.013,0.009,NA,1100,2008-08-08,2008-08-01,2008-08-07,FALSE,"Celeste-Tel"
"2008-jul","CIS",0.395,0.393,NA,0.048,NA,0.015,NA,NA,2468,2008-07-14,2008-07-07,2008-07-13,FALSE,"CIS"
"2008-jul","Metroscopia",0.412,0.41,NA,NA,NA,NA,NA,NA,703,2008-07-11,2008-07-09,2008-07-10,FALSE,"Metroscopia"
"2008-jul","Celeste-Tel",0.424,0.403,NA,0.044,NA,0.013,0.008,NA,1100,2008-07-08,2008-07-01,2008-07-07,FALSE,"Celeste-Tel"
"2008-jun","Invymark",0.436,0.4,NA,NA,NA,NA,NA,NA,NA,2008-06-28,2008-06-23,2008-06-27,FALSE,"Invymark"
"2008-jun","Opina",0.42,0.41,NA,0.05,NA,0.01,NA,NA,1000,2008-06-27,2008-06-26,2008-06-26,FALSE,"Opina"
"2008-jun","Opina",0.4,0.4,NA,0.04,NA,0.009,NA,NA,1000,2008-06-13,2008-06-12,2008-06-12,FALSE,"Opina"
"2008-jun","Sigma Dos",0.413,0.402,NA,0.048,NA,0.009,NA,NA,1000,2008-06-13,2008-06-10,2008-06-12,FALSE,"Sigma Dos"
"2008-jun","Celeste-Tel",0.434,0.396,NA,0.043,NA,0.01,0.009,NA,1100,2008-06-07,2008-06-02,2008-06-06,FALSE,"Celeste-Tel"
"2008-may","GESOP",0.45,0.373,NA,0.042,NA,0.01,NA,NA,1500,2008-05-31,2008-05-26,2008-05-30,FALSE,"GESOP"
"2008-may","Celeste-Tel",0.445,0.394,NA,0.042,NA,0.009,0.008,NA,1100,2008-05-09,2008-05-02,2008-05-08,FALSE,"Celeste-Tel"
"2008-apr","CIS",0.436,0.376,NA,0.039,NA,0.016,NA,NA,2459,2008-05-01,2008-04-24,2008-04-30,FALSE,"CIS"
"2008-apr","Celeste-Tel",0.449,0.395,NA,0.039,NA,0.01,0.007,NA,1100,2008-04-08,2008-04-01,2008-04-07,FALSE,"Celeste-Tel"
"2008-mar","TNS Demoscopia",0.433,0.38,NA,0.052,NA,0.023,0.007,NA,40000,2008-03-10,2008-03-09,2008-03-09,FALSE,"TNS Demoscopia"
"2008-mar","Opina",0.445,0.375,NA,0.05,NA,0.02,0.004,NA,NA,2008-03-10,2008-03-09,2008-03-09,FALSE,"Opina"
"2008-mar","GESOP",0.434,0.381,NA,NA,NA,NA,NA,NA,1000,2008-03-09,2008-03-07,2008-03-08,FALSE,"GESOP"
"2008-mar","GESOP",0.43,0.39,NA,NA,NA,NA,NA,NA,1000,2008-03-08,2008-03-05,2008-03-07,FALSE,"GESOP"
"2008-mar","GESOP",0.426,0.386,NA,NA,NA,NA,NA,NA,1200,2008-03-07,2008-03-04,2008-03-06,FALSE,"GESOP"
"2008-mar","Sigma Dos",0.431,0.393,NA,0.049,NA,0.016,NA,NA,1000,2008-03-06,2008-03-05,2008-03-05,FALSE,"Sigma Dos"
"2008-mar","GESOP",0.424,0.39,NA,NA,NA,NA,NA,NA,1000,2008-03-06,2008-03-03,2008-03-05,FALSE,"GESOP"
"2008-mar","GESOP",0.415,0.39,NA,NA,NA,NA,NA,NA,600,2008-03-05,2008-03-03,2008-03-04,FALSE,"GESOP"
"2008-mar","Opina",0.435,0.38,NA,0.05,NA,0.016,NA,NA,NA,2008-03-03,2008-03-02,2008-03-02,FALSE,"Opina"
"2008-mar","Opina",0.44,0.38,NA,0.05,NA,0.015,NA,NA,3000,2008-03-02,2008-03-01,2008-03-01,FALSE,"Opina"
"2008-mar","Sigma Dos",0.434,0.393,NA,0.044,NA,0.019,0.007,NA,11000,2008-03-02,2008-02-20,2008-03-01,FALSE,"Sigma Dos"
"2008-mar","Obradoiro de Socioloxía",0.439,0.395,NA,0.048,NA,NA,NA,NA,7200,2008-03-02,2008-02-18,2008-03-01,FALSE,"Obradoiro de Socioloxía"
"2008-feb","Opina",0.44,0.385,NA,0.05,NA,0.015,NA,NA,NA,2008-03-01,2008-02-29,2008-02-29,FALSE,"Opina"
"2008-feb","Opina",0.445,0.395,NA,0.047,NA,0.015,NA,NA,NA,2008-02-29,2008-02-28,2008-02-28,FALSE,"Opina"
"2008-feb","Obradoiro de Socioloxía",0.45,0.388,NA,0.045,NA,0.015,NA,NA,1810,2008-02-29,2008-02-26,2008-02-28,FALSE,"Obradoiro de Socioloxía"
"2008-feb","Opina",0.44,0.39,NA,0.04,NA,0.015,NA,NA,9000,2008-02-28,2008-02-27,2008-02-27,FALSE,"Opina"
"2008-feb","TNS Demoscopia",0.423,0.385,NA,NA,NA,NA,NA,NA,NA,2008-02-28,2008-02-26,2008-02-27,FALSE,"TNS Demoscopia"
"2008-feb","Obradoiro de Socioloxía",0.453,0.389,NA,0.047,NA,0.015,NA,NA,NA,2008-02-28,2008-02-25,2008-02-27,FALSE,"Obradoiro de Socioloxía"
"2008-feb","Metroscopia",0.429,0.388,NA,0.048,NA,0.019,0.006,NA,8750,2008-02-28,2008-02-08,2008-02-27,FALSE,"Metroscopia"
"2008-feb","Opina",0.44,0.39,NA,0.04,NA,0.015,NA,NA,NA,2008-02-27,2008-02-26,2008-02-26,FALSE,"Opina"
"2008-feb","GESOP",0.425,0.37,NA,NA,NA,NA,NA,NA,600,2008-02-27,2008-02-26,2008-02-26,FALSE,"GESOP"
"2008-feb","Obradoiro de Socioloxía",0.453,0.387,NA,0.045,NA,0.014,NA,NA,NA,2008-02-27,2008-02-23,2008-02-26,FALSE,"Obradoiro de Socioloxía"
"2008-feb","Opina",0.44,0.39,NA,0.04,NA,0.015,NA,NA,NA,2008-02-26,2008-02-25,2008-02-25,FALSE,"Opina"
"2008-feb","Obradoiro de Socioloxía",0.453,0.385,NA,0.048,NA,0.013,NA,NA,1796,2008-02-26,2008-02-22,2008-02-25,FALSE,"Obradoiro de Socioloxía"
"2008-feb","Opina",0.44,0.4,NA,0.045,NA,0.017,NA,NA,NA,2008-02-25,2008-02-24,2008-02-24,FALSE,"Opina"
"2008-feb","Opina",0.445,0.415,NA,0.04,NA,0.017,NA,NA,NA,2008-02-24,2008-02-23,2008-02-23,FALSE,"Opina"
"2008-feb","Obradoiro de Socioloxía",0.447,0.393,NA,0.042,NA,0.013,NA,NA,NA,2008-02-24,2008-02-21,2008-02-23,FALSE,"Obradoiro de Socioloxía"
"2008-feb","Opina",0.42,0.4,NA,0.04,NA,0.017,NA,NA,NA,2008-02-23,2008-02-22,2008-02-22,FALSE,"Opina"
"2008-feb","Metroscopia",0.423,0.386,NA,0.045,NA,NA,NA,NA,600,2008-02-23,2008-02-22,2008-02-22,FALSE,"Metroscopia"
"2008-feb","Obradoiro de Socioloxía",0.44,0.4,NA,0.045,NA,0.014,NA,NA,1812,2008-02-23,2008-02-20,2008-02-22,FALSE,"Obradoiro de Socioloxía"
"2008-feb","Invymark",0.427,0.38,NA,NA,NA,NA,NA,NA,NA,2008-02-23,2008-02-18,2008-02-22,FALSE,"Invymark"
"2008-feb","Opina",0.415,0.4,NA,0.045,NA,0.017,NA,NA,NA,2008-02-22,2008-02-21,2008-02-21,FALSE,"Opina"
"2008-feb","Obradoiro de Socioloxía",0.431,0.409,NA,0.043,NA,0.015,NA,NA,NA,2008-02-22,2008-02-19,2008-02-21,FALSE,"Obradoiro de Socioloxía"
"2008-feb","TNS Demoscopia",0.42,0.397,NA,0.054,NA,0.022,NA,NA,NA,2008-02-21,2008-02-18,2008-02-20,FALSE,"TNS Demoscopia"
"2008-feb","Obradoiro de Socioloxía",0.428,0.404,NA,0.046,NA,0.013,NA,NA,1812,2008-02-21,2008-02-18,2008-02-20,FALSE,"Obradoiro de Socioloxía"
"2008-feb","TNS Demoscopia",0.418,0.402,NA,0.054,NA,0.019,NA,NA,NA,2008-02-19,2008-02-11,2008-02-18,FALSE,"TNS Demoscopia"
"2008-feb","GESOP",0.405,0.37,NA,0.049,NA,0.017,NA,NA,1500,2008-02-18,2008-02-11,2008-02-17,FALSE,"GESOP"
"2008-feb","Metroscopia",0.419,0.389,NA,0.05,NA,NA,NA,NA,600,2008-02-16,2008-02-15,2008-02-15,FALSE,"Metroscopia"
"2008-feb","Invymark",0.428,0.384,NA,NA,NA,NA,NA,NA,NA,2008-02-16,2008-02-11,2008-02-15,FALSE,"Invymark"
"2008-feb","Obradoiro de Socioloxía",0.426,0.401,NA,0.049,NA,0.013,NA,NA,12000,2008-02-13,2008-01-07,2008-02-12,FALSE,"Obradoiro de Socioloxía"
"2008-feb","TNS Demoscopia",0.427,0.391,NA,0.049,NA,NA,NA,NA,NA,2008-02-11,2008-02-04,2008-02-10,FALSE,"TNS Demoscopia"
"2008-feb","Metroscopia",0.417,0.388,NA,0.053,NA,NA,NA,NA,600,2008-02-09,2008-02-08,2008-02-08,FALSE,"Metroscopia"
"2008-feb","Obradoiro de Socioloxía",0.44,0.385,NA,0.049,NA,0.015,NA,NA,4008,2008-02-09,2008-01-28,2008-02-08,FALSE,"Obradoiro de Socioloxía"
"2008-feb","Sigma Dos",0.418,0.392,NA,0.052,NA,0.021,NA,NA,1000,2008-02-08,2008-02-04,2008-02-07,FALSE,"Sigma Dos"
"2008-feb","Simple Lógica",0.406,0.384,NA,0.051,NA,NA,NA,NA,2031,2008-02-05,2008-01-23,2008-02-04,FALSE,"Simple Lógica"
"2008-feb","CIS",0.402,0.387,NA,0.058,NA,0.021,0.006,NA,18221,2008-02-05,2008-01-21,2008-02-04,FALSE,"CIS"
"2008-jan","Obradoiro de Socioloxía",0.446,0.382,NA,0.05,NA,0.013,NA,NA,4009,2008-02-01,2008-01-21,2008-01-31,FALSE,"Obradoiro de Socioloxía"
"2008-jan","TNS Demoscopia",0.425,0.393,NA,0.046,NA,NA,NA,NA,NA,2008-01-31,2008-01-29,2008-01-30,FALSE,"TNS Demoscopia"
"2008-jan","Metroscopia",0.42,0.386,NA,0.051,NA,NA,NA,NA,2000,2008-01-31,2008-01-26,2008-01-30,FALSE,"Metroscopia"
"2008-jan","TNS Demoscopia",0.423,0.396,NA,0.045,NA,0.016,NA,NA,NA,2008-01-29,2008-01-28,2008-01-28,FALSE,"TNS Demoscopia"
"2008-jan","Celeste-Tel",0.437,0.413,NA,0.04,NA,0.011,0.008,NA,10910,2008-01-29,2008-01-22,2008-01-28,FALSE,"Celeste-Tel"
"2008-jan","Invymark",0.431,0.381,NA,NA,NA,NA,NA,NA,1100,2008-01-26,2008-01-21,2008-01-25,FALSE,"Invymark"
"2008-jan","Obradoiro de Socioloxía",0.445,0.387,NA,0.046,NA,0.015,NA,NA,4007,2008-01-25,2008-01-14,2008-01-24,FALSE,"Obradoiro de Socioloxía"
"2008-jan","Opina",0.44,0.38,NA,0.035,NA,0.019,NA,NA,1000,2008-01-24,2008-01-23,2008-01-23,FALSE,"Opina"
"2008-jan","TNS Demoscopia",0.416,0.395,NA,0.051,NA,0.02,0.008,NA,NA,2008-01-22,2008-01-21,2008-01-21,FALSE,"TNS Demoscopia"
"2008-jan","Obradoiro de Socioloxía",0.428,0.392,NA,0.05,NA,0.017,NA,NA,4000,2008-01-18,2008-01-07,2008-01-17,FALSE,"Obradoiro de Socioloxía"
"2008-jan","TNS Demoscopia",0.419,0.401,NA,0.048,NA,0.018,NA,NA,NA,2008-01-15,2008-01-14,2008-01-14,FALSE,"TNS Demoscopia"
"2008-jan","Opina",0.43,0.4,NA,0.035,NA,0.015,NA,NA,1000,2008-01-10,2008-01-09,2008-01-09,FALSE,"Opina"
"2007-dec","Invymark",0.432,0.384,NA,NA,NA,NA,NA,NA,NA,2007-12-29,2007-12-24,2007-12-28,FALSE,"Invymark"
"2007-dec","Sigma Dos",0.419,0.394,NA,0.05,NA,0.022,NA,NA,10400,2007-12-27,2007-12-14,2007-12-26,FALSE,"Sigma Dos"
"2007-dec","Obradoiro de Socioloxía",0.43,0.385,NA,0.056,NA,0.016,NA,NA,9100,2007-12-22,2007-11-20,2007-12-21,FALSE,"Obradoiro de Socioloxía"
"2007-dec","Invymark",0.424,0.389,NA,NA,NA,NA,NA,NA,NA,2007-12-15,2007-12-10,2007-12-14,FALSE,"Invymark"
"2007-dec","TNS Demoscopia",0.42,0.382,NA,0.055,NA,0.019,NA,NA,NA,2007-12-12,2007-12-11,2007-12-11,FALSE,"TNS Demoscopia"
"2007-dec","Opina",0.45,0.375,NA,0.045,NA,0.015,NA,NA,1000,2007-12-05,2007-12-04,2007-12-04,FALSE,"Opina"
"2007-dec","Obradoiro de Socioloxía",0.425,0.374,NA,0.052,NA,0.02,NA,NA,NA,2007-12-03,2007-12-02,2007-12-02,FALSE,"Obradoiro de Socioloxía"
"2007-nov","Opina",0.45,0.38,NA,0.04,NA,0.017,NA,NA,1000,2007-11-22,2007-11-21,2007-11-21,FALSE,"Opina"
"2007-nov","GESOP",0.435,0.376,NA,0.05,NA,0.018,NA,NA,1500,2007-11-18,2007-11-12,2007-11-17,FALSE,"GESOP"
"2007-nov","TNS Demoscopia",0.414,0.39,NA,0.055,NA,0.023,0.008,NA,NA,2007-11-14,2007-11-13,2007-11-13,FALSE,"TNS Demoscopia"
"2007-nov","Invymark",0.42,0.385,NA,NA,NA,NA,NA,NA,NA,2007-11-10,2007-11-05,2007-11-09,FALSE,"Invymark"
"2007-nov","Sigma Dos",0.422,0.391,NA,0.048,NA,0.022,NA,NA,800,2007-11-09,2007-11-07,2007-11-08,FALSE,"Sigma Dos"
"2007-nov","Opina",0.445,0.38,NA,0.04,NA,0.019,NA,NA,1000,2007-11-07,2007-11-06,2007-11-06,FALSE,"Opina"
"2007-nov","Obradoiro de Socioloxía",0.417,0.386,NA,0.047,NA,0.022,NA,NA,NA,2007-11-05,2007-11-04,2007-11-04,FALSE,"Obradoiro de Socioloxía"
"2007-nov","Invymark",0.426,0.38,NA,NA,NA,NA,NA,NA,1100,2007-11-03,2007-10-29,2007-11-02,FALSE,"Invymark"
"2007-oct","CIS",0.397,0.374,NA,0.055,NA,0.021,NA,NA,2493,2007-10-30,2007-10-22,2007-10-29,FALSE,"CIS"
"2007-oct","Opina",0.44,0.39,NA,0.033,NA,0.019,NA,NA,1000,2007-10-24,2007-10-23,2007-10-23,FALSE,"Opina"
"2007-oct","TNS Demoscopia",0.406,0.395,NA,0.052,NA,0.023,0.007,NA,NA,2007-10-11,2007-10-10,2007-10-10,FALSE,"TNS Demoscopia"
"2007-oct","Opina",0.44,0.39,NA,0.033,NA,0.023,NA,NA,1000,2007-10-10,2007-10-09,2007-10-09,FALSE,"Opina"
"2007-sep","Obradoiro de Socioloxía",0.41,0.388,NA,0.049,NA,0.025,NA,NA,3067,2007-09-29,2007-09-21,2007-09-28,FALSE,"Obradoiro de Socioloxía"
"2007-sep","Opina",0.44,0.39,NA,0.05,NA,0.017,NA,NA,NA,2007-09-27,2007-09-26,2007-09-26,FALSE,"Opina"
"2007-sep","Invymark",0.422,0.388,NA,NA,NA,NA,NA,NA,NA,2007-09-15,2007-09-10,2007-09-14,FALSE,"Invymark"
"2007-sep","Opina",0.44,0.38,NA,0.05,NA,0.018,NA,NA,NA,2007-09-14,2007-09-13,2007-09-13,FALSE,"Opina"
"2007-sep","TNS Demoscopia",0.418,0.38,NA,NA,NA,NA,NA,NA,NA,2007-09-12,2007-09-11,2007-09-11,FALSE,"TNS Demoscopia"
"2007-aug","Sigma Dos",0.411,0.397,NA,0.054,NA,0.023,NA,NA,800,2007-09-01,2007-08-28,2007-08-31,FALSE,"Sigma Dos"
"2007-aug","Opina",0.44,0.395,NA,0.035,NA,0.019,NA,NA,1000,2007-08-30,2007-08-29,2007-08-29,FALSE,"Opina"
"2007-jul","CIS",0.405,0.37,NA,0.061,NA,0.019,NA,NA,2483,2007-07-19,2007-07-06,2007-07-18,FALSE,"CIS"
"2007-jul","TNS Demoscopia",0.417,0.395,NA,0.055,NA,NA,NA,NA,NA,2007-07-18,2007-07-17,2007-07-17,FALSE,"TNS Demoscopia"
"2007-jul","Invymark",0.428,0.382,NA,NA,NA,NA,NA,NA,NA,2007-07-14,2007-07-09,2007-07-13,FALSE,"Invymark"
"2007-jul","Metroscopia",0.433,0.393,NA,0.054,NA,NA,NA,NA,1000,2007-07-06,2007-07-04,2007-07-05,FALSE,"Metroscopia"
"2007-jul","Opina",0.45,0.385,NA,0.05,NA,0.017,NA,NA,NA,2007-07-05,2007-07-04,2007-07-04,FALSE,"Opina"
"2007-jun","TNS Demoscopia",0.41,0.403,NA,0.053,NA,0.02,0.007,NA,NA,2007-06-20,2007-06-19,2007-06-19,FALSE,"TNS Demoscopia"
"2007-jun","GESOP",0.422,0.392,NA,0.055,NA,0.017,NA,NA,800,2007-06-16,2007-06-13,2007-06-15,FALSE,"GESOP"
"2007-jun","Opina",0.43,0.4,NA,0.05,NA,0.02,NA,NA,1000,2007-06-13,2007-06-12,2007-06-12,FALSE,"Opina"
"2007-may","Opina",0.44,0.38,NA,0.05,NA,0.015,NA,NA,1000,2007-05-31,2007-05-30,2007-05-30,FALSE,"Opina"
"2007-may","TNS Demoscopia",0.406,0.398,NA,NA,NA,NA,NA,NA,NA,2007-05-10,2007-05-09,2007-05-09,FALSE,"TNS Demoscopia"
"2007-apr","CIS",0.396,0.366,NA,0.056,NA,0.024,NA,NA,2455,2007-04-30,2007-04-23,2007-04-29,FALSE,"CIS"
"2007-apr","Metroscopia",0.424,0.409,NA,0.042,NA,NA,NA,NA,1002,2007-04-19,2007-04-16,2007-04-18,FALSE,"Metroscopia"
"2007-apr","TNS Demoscopia",0.398,0.396,NA,0.056,NA,0.022,0.008,NA,NA,2007-04-18,2007-04-17,2007-04-17,FALSE,"TNS Demoscopia"
"2007-apr","Opina",0.43,0.38,NA,0.055,NA,0.018,NA,NA,1000,2007-04-12,2007-04-11,2007-04-11,FALSE,"Opina"
"2007-apr","Sigma Dos",0.415,0.403,NA,0.048,NA,0.019,NA,NA,800,2007-04-03,2007-03-30,2007-04-02,FALSE,"Sigma Dos"
"2007-mar","Opina",0.42,0.385,NA,0.05,NA,0.02,NA,NA,1000,2007-03-23,2007-03-21,2007-03-22,FALSE,"Opina"
"2007-mar","Opina",0.43,0.38,NA,0.055,NA,0.02,NA,NA,1000,2007-03-16,2007-03-15,2007-03-15,FALSE,"Opina"
"2007-mar","GESOP",0.419,0.397,NA,0.058,NA,0.019,NA,NA,1500,2007-03-16,2007-03-11,2007-03-15,FALSE,"GESOP"
"2007-mar","Opina",0.43,0.4,NA,0.05,NA,0.02,NA,NA,1000,2007-03-08,2007-03-07,2007-03-07,FALSE,"Opina"
"2007-feb","Opina",0.44,0.38,NA,0.05,NA,0.017,NA,NA,1000,2007-02-24,2007-02-23,2007-02-23,FALSE,"Opina"
"2007-feb","Opina",0.43,0.38,NA,0.035,NA,0.019,NA,NA,NA,2007-02-08,2007-02-07,2007-02-07,FALSE,"Opina"
"2007-feb","Invymark",0.422,0.378,NA,NA,NA,NA,NA,NA,NA,2007-02-03,2007-01-29,2007-02-02,FALSE,"Invymark"
"2007-jan","Metroscopia",0.401,0.427,NA,0.061,NA,NA,NA,NA,1001,2007-02-01,2007-01-29,2007-01-31,FALSE,"Metroscopia"
"2007-jan","CIS",0.388,0.376,NA,0.065,NA,0.02,NA,NA,2472,2007-02-01,2007-01-22,2007-01-31,FALSE,"CIS"
"2007-jan","Opina",0.44,0.38,NA,0.035,NA,0.02,NA,NA,NA,2007-01-18,2007-01-17,2007-01-17,FALSE,"Opina"
"2007-jan","Opina",0.42,0.4,NA,0.04,NA,0.025,NA,NA,1000,2007-01-05,2007-01-04,2007-01-04,FALSE,"Opina"
"2007-jan","Sigma Dos",0.402,0.407,NA,0.052,NA,0.022,NA,NA,800,2007-01-05,2007-01-02,2007-01-04,FALSE,"Sigma Dos"
"2007-jan","Metroscopia",0.411,0.404,NA,0.059,NA,NA,NA,NA,605,2007-01-04,2007-01-03,2007-01-03,FALSE,"Metroscopia"
"2006-dec","Sigma Dos",0.407,0.405,NA,0.05,NA,0.023,NA,NA,800,2006-12-29,2006-12-26,2006-12-28,FALSE,"Sigma Dos"
"2006-dec","Opina",0.44,0.38,NA,0.055,NA,0.017,NA,NA,NA,2006-12-13,2006-12-12,2006-12-12,FALSE,"Opina"
"2006-nov","Opina",0.44,0.39,NA,0.045,NA,0.02,NA,NA,NA,2006-12-01,2006-11-30,2006-11-30,FALSE,"Opina"
"2006-nov","Opina",0.45,0.39,NA,0.045,NA,0.02,NA,NA,1000,2006-11-17,2006-11-16,2006-11-16,FALSE,"Opina"
"2006-nov","Opina",0.44,0.39,NA,0.045,NA,0.02,NA,NA,1000,2006-11-03,2006-11-02,2006-11-02,FALSE,"Opina"
"2006-oct","CIS",0.393,0.379,NA,0.051,NA,0.028,NA,NA,2481,2006-10-26,2006-10-18,2006-10-25,FALSE,"CIS"
"2006-oct","Sigma Dos",0.429,0.394,NA,0.044,NA,0.02,NA,NA,800,2006-10-10,2006-10-06,2006-10-09,FALSE,"Sigma Dos"
"2006-oct","Metroscopia",0.427,0.383,NA,0.056,NA,NA,NA,NA,1000,2006-10-05,2006-09-29,2006-10-04,FALSE,"Metroscopia"
"2006-sep","Opina",0.43,0.37,NA,0.045,NA,0.013,NA,NA,NA,2006-09-29,2006-09-28,2006-09-28,FALSE,"Opina"
